Ward name,Old code,New code,Population,Children_0-15 ,Children_0-15 %,Area - Square,Population_density, children_obese%, children_obese_year6,Employment_rate ,House_Price,Household_income,no_qualifications%,Crime_rate %,open_space% ,Cars_per_household 
Hounslow - Hanworth Park,00ATGG,E05000354,12250,2600,21.1,3.6,3347.2,14,25.7,72.9,250000,34340,23.4,70.5,41.4,1.1
Hounslow - Heston Central,00ATGH,E05000355,12600,2650,21,1.7,7500,13.5,29.4,66.6,348000,33580,17.3,53,15.8,1.1
Hounslow - Heston East,00ATGJ,E05000356,12700,2600,20.4,2,6400,10.5,22.8,67.5,248000,34030,16.1,63.3,27.1,1.2
Hounslow - Heston West,00ATGK,E05000357,12750,2900,22.9,3.8,3381.6,9,24.6,62.2,280000,29490,21.8,100.3,39.1,1.1
Hounslow - Hounslow Central,00ATGL,E05000358,16200,3300,20.3,1.7,9441.2,11.8,22.2,71.4,249950,35830,12.8,166.8,11.1,0.7
Hounslow - Hounslow Heath,00ATGM,E05000359,15250,3700,24.3,2.8,5446.4,10.8,24.7,67.6,249950,32530,15.7,64,48.6,0.9
Hounslow - Hounslow South,00ATGN,E05000360,11700,2200,19,1.8,6555.6,9.3,16.6,74.1,375000,39920,15.7,41.4,17.9,1.3
Hounslow - Hounslow West,00ATGP,E05000361,13750,2650,19.2,1.6,8437.5,10.7,27.4,69.6,270000,31890,16.3,92.1,10.2,0.9
Hounslow - Isleworth,00ATGQ,E05000362,12150,2700,22.3,2,6125,10.7,20.7,70.6,301000,34790,19.9,69.5,22.6,0.9
Hounslow - Osterley and Spring Grove,00ATGR,E05000363,13350,2600,19.3,6.3,2134.9,8.4,15.8,75.3,345500,42140,10.8,73.2,54.3,1.2
Hounslow - Syon,00ATGS,E05000364,14200,2950,20.7,2.9,4862.1,9.7,23.6,73,365000,37040,16.4,82.2,42.5,0.9
Hounslow - Turnham Green,00ATGT,E05000365,11800,1850,15.8,1.8,6583.3,7.3,15.7,77,634000,47080,9.9,95,7.4,0.8
Islington - Barnsbury,00AUFX,E05000366,12950,1950,15,0.8,15937.5,9.9,23.4,68.1,715000,44970,16.3,131.4,11,0.5
Islington - Bunhill,00AUFY,E05000367,16700,2200,13.1,1.1,14454.5,12.4,22.9,59.8,640000,39200,15.8,179.7,13.5,0.3
Islington - Caledonian,00AUFZ,E05000368,14950,2200,14.8,1.1,13227.3,13,21.9,61.7,447500,35840,21,138.8,16.4,0.4
Islington - Canonbury,00AUGA,E05000369,12500,2250,18.2,0.8,15437.5,9.1,22.7,69.2,550000,40590,19.2,80.2,14.4,0.4
Islington - Clerkenwell,00AUGB,E05000370,12350,1450,11.7,0.9,13444.4,12.9,22.5,62.6,732500,43350,15.1,154.3,9.3,0.4
Islington - Finsbury Park,00AUGC,E05000371,15300,2700,17.6,0.9,16555.6,11.8,27.2,65.4,410000,33620,20.6,161.3,15.9,0.3
Islington - Highbury East,00AUGD,E05000372,12150,2250,18.4,1,11950,6.3,15.7,74.5,667500,47810,13.4,98.2,21.6,0.5
Islington - Highbury West,00AUGE,E05000373,16400,2650,16.2,1.1,14363.6,11.4,17.7,74.5,500000,43800,12.6,88.5,10.6,0.4
Islington - Hillrise,00AUGF,E05000374,12350,2300,18.5,0.8,15125,7.7,19.6,65.7,447500,39090,17.9,74,18.3,0.5
Islington - Holloway,00AUGG,E05000375,16050,2400,15.1,1,15750,13.7,28.8,63.9,405000,35430,18.8,83.3,16.9,0.4
Islington - Junction,00AUGH,E05000376,12950,2000,15.4,1,12600,8.6,15.8,68.4,452000,39470,16.8,115.5,16.6,0.4
Islington - Mildmay,00AUGJ,E05000377,13500,2500,18.3,0.8,16625,13.9,24.4,68.6,525000,39300,17.4,92.3,10.6,0.4
Islington - St. George's,00AUGK,E05000378,13100,2100,16.2,0.8,16062.5,8.7,22.2,67.8,495645,40860,16.5,76.5,8.1,0.5
Islington - St. Mary's,00AUGL,E05000379,12500,1750,13.8,0.9,13500,11.4,21.8,73,650000,46190,15.5,192.2,9.6,0.4
Islington - St. Peter's,00AUGM,E05000380,13200,1950,14.9,0.8,15687.5,9.1,22.9,70.4,667500,43870,17.3,127.1,10.4,0.4
Islington - Tollington,00AUGN,E05000381,13900,2450,17.5,0.8,17062.5,9.1,24.1,68.5,465000,38090,17.3,86.4,13.3,0.4
Kensington and Chelsea - Abingdon,00AWFY,E05000382,10700,1750,16.2,0.6,16916.7,,,66.2,1295000,54690,6.3,83.2,5.9,0.6
Kensington and Chelsea - Brompton,00AWFZ,E05000383,8900,1250,14.2,1,8700,,,69.2,1950000,64320,6.6,185.5,10.8,0.6
Kensington and Chelsea - Campden,00AWGA,E05000384,8250,1400,16.9,0.9,8944.4,5.2,21.4,71.6,1400000,65500,4.5,124.7,27.8,0.7
Kensington and Chelsea - Colville,00AWGB,E05000385,8400,1200,14.4,0.4,20625,14,22,69.9,935000,43560,13.1,172.2,10.5,0.4
Kensington and Chelsea - Courtfield,00AWGC,E05000386,9100,1150,12.8,0.5,17700,,,64.8,1325000,61810,3.8,109,13.4,0.5
Kensington and Chelsea - Cremorne,00AWGD,E05000387,8250,1250,15,0.6,13250,11,21.1,63,1050000,43920,15.4,89.5,29.3,0.5
Kensington and Chelsea - Earl's Court,00AWGE,E05000388,9300,1150,12.1,0.5,18100,6.4,19.5,68.5,783250,44100,8.4,110.4,10,0.4
Kensington and Chelsea - Golborne,00AWGF,E05000389,9600,1650,17.4,0.9,10111.1,13.3,20.6,59.3,533800,30100,22.5,130.9,34.6,0.4
Kensington and Chelsea - Hans Town,00AWGG,E05000390,8850,1250,13.9,0.6,14416.7,,,69.1,1587500,58100,9.2,188.3,8.5,0.6
Kensington and Chelsea - Holland,00AWGH,E05000391,9850,1850,18.6,1,9600,12,16,66.4,1375000,54770,7,70.8,27.7,0.7
Kensington and Chelsea - Norland,00AWGJ,E05000392,8750,1600,18.3,0.7,12214.3,,23,67.4,1343000,53430,14.2,97.2,15.4,0.6
Kensington and Chelsea - Notting Barns,00AWGK,E05000393,9750,1850,19.1,0.6,15750,,23.9,61.8,776000,36690,19.4,99.3,9.3,0.5
Kensington and Chelsea - Pembridge,00AWGL,E05000394,7700,1100,14,0.5,15100,,,74.8,1127500,55710,6.2,177.9,11.9,0.5
Kensington and Chelsea - Queen's Gate,00AWGM,E05000395,9950,1500,14.8,0.6,16166.7,,,66.3,1745000,63630,3.8,88,5.8,0.6
Kensington and Chelsea - Redcliffe,00AWGN,E05000396,9300,1400,15.3,0.7,13000,,23.9,74.3,995000,54550,5.2,80.1,28.1,0.6
Kensington and Chelsea - Royal Hospital,00AWGP,E05000397,7350,1000,13.6,0.9,7944.4,,30.8,72.8,1995000,60600,9,117.9,43.1,0.8
Kensington and Chelsea - St. Charles,00AWGQ,E05000398,9600,1800,18.6,0.7,13285.7,,23.7,63.4,642500,36100,21.5,114.8,21.9,0.5
Kensington and Chelsea - Stanley,00AWGR,E05000399,8250,1300,15.5,0.7,11571.4,7.7,18.6,73,1100000,54990,7.3,118.7,9.1,0.7
Kingston upon Thames - Alexandra,00AXFX,E05000400,9700,1900,19.7,2.7,3537,7.6,20.6,75.1,404975,41390,15.8,34.7,43.7,1.4
Kingston upon Thames - Berrylands,00AXFY,E05000401,9800,1800,18.2,1.5,6466.7,4.6,8.6,74.8,361125,42330,11.9,31.6,10.9,1
Kingston upon Thames - Beverley,00AXFZ,E05000402,10450,2200,20.8,1.9,5447.4,6.5,13.1,71.6,435000,40700,15.2,64.5,26.4,1
Kingston upon Thames - Canbury,00AXGA,E05000403,13300,3100,23.4,1.2,10791.7,3.8,12.1,74.9,449500,45600,9,38.4,7,0.9
Kingston upon Thames - Chessington North and Hook,00AXGB,E05000404,9000,1800,20.1,1.9,4710.5,9.8,23.8,76.4,310000,37230,21.9,43.9,27.5,1.3
Kingston upon Thames - Chessington South,00AXGC,E05000405,10550,2200,20.9,7.6,1375,8.1,24.6,78.5,315000,38310,19.1,47.5,75.7,1.4
Kingston upon Thames - Coombe Hill,00AXGD,E05000406,10750,1950,18.3,4.4,2420.5,4.9,21.4,64.5,480000,45650,10.7,47.8,42.1,1.3
Kingston upon Thames - Coombe Vale,00AXGE,E05000407,10050,2100,20.6,1.6,6250,5.2,12.7,72.4,480000,44320,11.7,26.2,11,1.2
Kingston upon Thames - Grove,00AXGF,E05000408,11800,1950,16.8,1.9,6105.3,6,18.9,66.8,400000,41410,8.5,268.5,23.6,0.8
Kingston upon Thames - Norbiton,00AXGG,E05000409,10600,2150,20.1,1.3,8076.9,11.3,19.6,68.2,341750,34650,17.7,62.4,34.5,0.8
Kingston upon Thames - Old Malden,00AXGH,E05000410,9700,1850,19,1.8,5361.1,6.7,16.4,74,395725,41760,15.7,29.6,21.3,1.4
Kingston upon Thames - St. James,00AXGJ,E05000411,9250,1700,18.2,2.2,4181.8,5.9,14.8,71.9,443567.5,41850,15.9,33.8,28.2,1.3
Kingston upon Thames - St. Mark's,00AXGK,E05000412,10900,1350,12.2,1.4,7785.7,2.9,8.7,69.4,395350,44930,6.7,49.7,23.9,0.9
Kingston upon Thames - Surbiton Hill,00AXGL,E05000413,10950,1900,17.4,1.7,6352.9,4.2,9.8,78.2,396770,43160,10.7,29.6,5.8,1
Kingston upon Thames - Tolworth and Hook Rise,00AXGM,E05000414,10650,2150,20.1,2.6,3961.5,4.9,15.2,76.2,337195,37840,18.4,53.7,33.1,1.2
Kingston upon Thames - Tudor,00AXGN,E05000415,9850,2150,22,1.6,6125,3.3,11.6,76.9,550000,48530,10.1,33.1,22.7,1.2
Lambeth - Bishop's,00AYFZ,E05000416,11400,1250,10.9,1.5,7066.7,15.6,22.2,66.2,590000,40360,14.5,243.6,31.6,0.4
Lambeth - Brixton Hill,00AYGA,E05000417,16650,2650,16,1.1,14863.6,9.9,20.2,75.3,420000,39050,13.8,91.5,13.1,0.5
Lambeth - Clapham Common,00AYGB,E05000418,13600,2150,15.8,1.3,10192.3,12.7,20.2,80.3,620000,49520,8.3,85.6,27.9,0.7
Lambeth - Clapham Town,00AYGC,E05000419,14850,2150,14.3,1.1,13045.5,12,24.5,80,610000,44960,10.9,142.5,13.1,0.5
Lambeth - Coldharbour,00AYGD,E05000420,17500,3550,20.2,1.2,14333.3,12.9,24.3,64.9,435000,32220,17.6,180.9,14.4,0.4
Lambeth - Ferndale,00AYGE,E05000421,16400,2050,12.5,0.9,17555.6,15.2,32.6,77,497475,39480,13.3,145.6,10.3,0.4
Lambeth - Gipsy Hill,00AYGF,E05000422,13900,3150,22.7,1.6,8625,13.3,27.5,69.7,350000,36650,18.4,79.6,25.7,0.6
Lambeth - Herne Hill,00AYGG,E05000423,15600,2950,19,2,7700,9.9,19.5,75.3,432500,41700,12.2,92.4,37.9,0.5
Lambeth - Knight's Hill,00AYGH,E05000424,15200,3450,22.6,1.5,9966.7,9.1,21.3,68.8,355000,36950,15.9,74.6,13.3,0.6
Lambeth - Larkhall,00AYGJ,E05000425,18000,2900,16,1.1,16181.8,10.8,28.6,73.5,430000,37260,13.9,92.8,20,0.4
Lambeth - Oval,00AYGK,E05000426,16600,2300,13.7,1.3,12269.2,9.9,25.2,74.3,699995,39200,13,127.4,24.9,0.4
Lambeth - Prince's,00AYGL,E05000427,15400,2550,16.5,1.2,12458.3,10,23.9,71.1,495000,37600,16.3,119.3,20.7,0.4
Lambeth - St. Leonard's,00AYGM,E05000428,15200,2800,18.3,1.4,10642.9,8.8,20.9,75.6,340000,39880,12.6,104,12.1,0.6
Lambeth - Stockwell,00AYGN,E05000429,15250,2800,18.4,0.9,16777.8,15,25.7,71.2,391375,35050,16.2,83.7,13.2,0.4
Lambeth - Streatham Hill,00AYGP,E05000430,15150,2700,18,1.3,11307.7,13.2,20.9,74.6,359000,39250,13.5,76.9,14.1,0.6
Lambeth - Streatham South,00AYGQ,E05000431,14750,2950,20,1.7,8558.8,9.5,23.9,70.4,375000,36710,17,74.9,26,0.8
Lambeth - Streatham Wells,00AYGR,E05000432,15250,3050,19.8,1.5,10066.7,9.6,20.9,74.2,345875,38270,13.9,72.7,18.3,0.6
Lambeth - Thornton,00AYGS,E05000433,14000,2800,19.9,1.1,12045.5,9.7,26.6,74.3,511250,41880,14.2,55.2,22.4,0.6
Lambeth - Thurlow Park,00AYGT,E05000434,13800,3150,22.7,1.5,9133.3,8.9,18.2,74,412747.5,41600,12.7,73.2,19.7,0.7
Lambeth - Tulse Hill,00AYGU,E05000435,16250,3300,20.3,1,16000,13.6,27.1,70.5,417000,35610,14.7,80.3,16.6,0.5
Lambeth - Vassall,00AYGW,E05000436,15600,2600,16.5,1.1,13590.9,15.4,27.7,67.6,395000,34830,16,81,16.8,0.4
Lewisham - Bellingham,00AZGD,E05000437,15300,3700,24.1,3.1,4854.8,11.9,28.2,64.9,265000,31340,25.4,94,46.7,0.7
Lewisham - Blackheath,00AZGE,E05000438,15000,2700,18.1,2.3,6304.3,9.6,22.6,74.1,385000,44870,13.2,83.9,34.6,0.7
Lewisham - Brockley,00AZGF,E05000439,18550,2950,15.8,1.7,10558.8,9.8,24.8,71.3,330000,38100,11.8,78.8,13.3,0.5
Lewisham - Catford South,00AZGG,E05000440,15650,3200,20.6,1.9,8157.9,10.5,23.5,70.2,332500,39070,17.3,44.8,3,0.9
Lewisham - Crofton Park,00AZGH,E05000441,15350,3200,20.8,1.7,8882.4,6.8,19.6,73.9,455000,42560,15.3,58.4,20.7,0.7
Lewisham - Downham,00AZGJ,E05000442,15000,3500,23.4,2.4,6145.8,12.2,26.7,63.6,242500,30880,30.2,78.9,30.1,0.7
Lewisham - Evelyn,00AZGK,E05000443,18550,4250,22.9,1.8,9777.8,13.4,27,63.7,315000,30560,19.1,69.6,22.6,0.4
Lewisham - Forest Hill,00AZGL,E05000444,15300,3300,21.5,1.8,8388.9,9,22,73.6,340000,40960,13.9,69.9,22.2,0.7
Lewisham - Grove Park,00AZGM,E05000445,15100,3100,20.5,2.4,6208.3,10.6,24.2,69.3,250000,36150,22.5,50.6,21.6,0.9
Lewisham - Ladywell,00AZGN,E05000446,15200,2750,17.9,1.6,9281.3,7.3,26.8,70.5,370000,40290,12.8,55,25.7,0.7
Lewisham - Lee Green,00AZGP,E05000447,15050,3000,20,1.8,8222.2,8.6,18.8,75.1,402500,42760,14.6,60.9,11.7,0.7
Lewisham - Lewisham Central,00AZGQ,E05000448,20250,4050,20,2.1,8976.2,12,25.3,69.6,290000,35760,16.1,134.9,13.8,0.5
Lewisham - New Cross,00AZGR,E05000449,17650,3550,20,1.8,9305.6,15.6,27.5,64.6,242000,31520,17.9,108.5,16.5,0.5
Lewisham - Perry Vale,00AZGS,E05000450,16050,3350,20.8,1.7,9323.5,9.7,24,72.9,355000,39130,16.2,54.6,9.7,0.7
Lewisham - Rushey Green,00AZGT,E05000451,16650,3800,22.7,1.8,8777.8,13.7,20.1,66.2,270000,34670,18,118.7,24,0.6
Lewisham - Sydenham,00AZGU,E05000452,16150,3350,20.7,1.7,9352.9,10.6,27.5,69.1,350000,37060,18.7,73.2,13.1,0.7
Lewisham - Telegraph Hill,00AZGW,E05000453,17250,3250,18.8,1.5,11233.3,11.3,23.4,70.6,360000,37230,14.4,51.1,16.5,0.6
Lewisham - Whitefoot,00AZGX,E05000454,15050,3650,24.2,2.2,6659.1,12.6,24.9,64.8,248000,32840,25.9,70.4,27.9,0.8
Merton - Abbey,00BAFX,E05000455,10600,1950,18.6,1.4,7607.1,4.1,14.7,80.3,482500,45370,10.1,71.6,12.8,0.7
Merton - Cannon Hill,00BAFY,E05000456,9500,1700,17.9,2.2,4340.9,6.2,22,75.9,455000,42320,17,35.4,42.7,1.2
Merton - Colliers Wood,00BAFZ,E05000457,11250,1900,16.7,1.1,10181.8,10.5,17.3,76.7,350000,38780,13.3,79.1,14.6,0.7
Merton - Cricket Green,00BAGA,E05000458,11800,2850,24.1,3,3933.3,11.9,24,65.7,245000,29930,24.5,78.5,50,0.7
Merton - Dundonald,00BAGB,E05000459,9650,1800,18.8,1.2,8000,,11.9,83.2,565000,49910,7.8,60.4,15.3,0.8
Merton - Figge's Marsh,00BAGC,E05000460,11700,2850,24.5,1.1,10545.5,13.5,27,66.3,250000,30860,21,78.8,23,0.8
Merton - Graveney,00BAGD,E05000461,10100,2000,19.8,0.9,11222.2,12.4,27.2,71.6,388000,35580,15.8,55.6,12.3,0.9
Merton - Hillside,00BAGE,E05000462,9250,1400,15,1.2,7708.3,5.1,,79.8,563750,51480,6.4,56.7,5.6,0.8
Merton - Lavender Fields,00BAGF,E05000463,10650,2300,21.4,1.2,8875,12.7,25.5,72.6,280000,33360,18.1,57.9,18.6,0.8
Merton - Longthornton,00BAGG,E05000464,10500,2300,21.6,1.5,6966.7,14.6,23.5,69.9,295000,34350,19.1,50.9,36.6,1
Merton - Lower Morden,00BAGH,E05000465,9350,1750,18.9,1.8,5194.4,9.3,18.1,78.1,320000,38730,20.9,33.1,34,1.3
Merton - Merton Park,00BAGJ,E05000466,9750,1950,19.9,1.8,5444.4,4.7,11.5,75.2,522500,46300,11.5,54.8,18.8,1
Merton - Pollards Hill,00BAGK,E05000467,10800,2550,23.7,2.2,4863.6,10.9,26.2,67.8,288000,31940,21.7,60.2,52.8,1
Merton - Ravensbury,00BAGL,E05000468,10250,2250,21.7,1.8,5694.4,12.4,24.2,69,285000,32330,23.7,63.7,37.8,0.9
Merton - Raynes Park,00BAGM,E05000469,10000,2050,20.5,1.9,5263.2,2,11.8,77.6,499500,49340,9.7,43.9,24.4,1
Merton - St. Helier,00BAGN,E05000470,10650,2350,22,1.8,5944.4,11.9,21.8,69.4,280000,32530,23.7,51.4,41.6,0.9
Merton - Trinity,00BAGP,E05000471,10000,2050,20.5,1.1,9136.4,6.4,17.1,80.7,497000,47380,9.2,83.9,15.7,0.8
Merton - Village,00BAGQ,E05000472,8750,1650,18.9,6.2,1411.3,,,71.3,1530000,62200,6.8,52.2,62.2,1.4
Merton - West Barnes,00BAGR,E05000473,10200,2150,20.9,2,5075,5.5,18,76.5,475000,44170,13.9,49.6,32.4,1.1
Merton - Wimbledon Park,00BAGS,E05000474,11500,2700,23.6,2.3,5021.7,4.2,13.3,78.4,732500,50730,7.8,42.2,28.5,1
Newham - Beckton,00BBGB,E05000475,16700,3650,22,6.3,2539.7,13,21.4,60.3,233500,34100,19.2,125.2,30.9,0.7
Newham - Boleyn,00BBGC,E05000476,16350,4050,24.9,0.9,18055.6,13,29.1,58.2,250000,31630,22.4,69.8,6.1,0.6
Newham - Canning Town North,00BBGD,E05000477,16650,3550,21.4,2.5,6300,15,29.5,59.5,249000,28910,25.7,93.9,21.6,0.5
Newham - Canning Town South,00BBGE,E05000478,20350,4050,19.8,1.8,10166.7,14.3,27.8,64.4,280000,32870,22.6,64.8,26.6,0.5
Newham - Custom House,00BBGF,E05000479,14850,3500,23.5,2.1,6738.1,12.2,26.5,62.8,250000,31840,25.3,108.1,30.6,0.7
Newham - East Ham Central,00BBGG,E05000480,16200,3650,22.4,1,16200,13.4,26.1,58,250000,32380,19.3,111.8,10.8,0.6
Newham - East Ham North,00BBGH,E05000481,14250,3050,21.5,0.9,15722.2,10.7,24.9,56.3,249995,32340,19.9,54.7,12.4,0.7
Newham - East Ham South,00BBGJ,E05000482,16250,4250,26.3,1.8,8861.1,10.4,26.5,59,240000,31430,24.3,67.1,23.5,0.7
Newham - Forest Gate North,00BBGK,E05000483,16550,3500,21.2,1.2,13750,16.2,24.3,64.7,313000,34270,17.8,64.7,13.8,0.6
Newham - Forest Gate South,00BBGL,E05000484,18150,3650,20.2,1.2,14875,10.7,27.7,62.1,263900,34550,17.6,87.9,2.2,0.6
Newham - Green Street East,00BBGM,E05000485,16250,3650,22.3,0.7,23071.4,9.5,25.8,55.4,260000,31570,20.3,60.1,2.4,0.6
Newham - Green Street West,00BBGN,E05000486,15500,3350,21.5,0.8,19187.5,12.6,20.8,54.3,250000,31080,21.6,71.2,3.2,0.7
Newham - Little Ilford,00BBGP,E05000487,17100,4750,27.9,1.9,8921.1,12.8,26.5,53,230000,29730,23.2,75.6,48.6,0.6
Newham - Manor Park,00BBGQ,E05000488,15600,3750,24,1.3,11923.1,10.9,26.1,55.8,249974.5,31580,20.7,66.8,26.6,0.7
Newham - Plaistow North,00BBGR,E05000489,15800,3700,23.4,1,15700,13,23.7,58.4,250000,30740,23.6,61.9,10.7,0.5
Newham - Plaistow South,00BBGS,E05000490,16800,4700,27.9,1.4,11892.9,14.7,27.6,61.8,250000,31750,21.8,92,14.6,0.6
Newham - Royal Docks,00BBGT,E05000491,16550,3450,20.8,4.8,2843.8,12.4,31.4,71.9,303500,38580,14.1,71.5,56.8,0.7
Newham - Stratford and New Town,00BBGU,E05000492,26700,3700,13.9,4.2,5333.3,11.3,23,68.9,280000,35840,13.9,240.9,44.7,0.4
Newham - Wall End,00BBGW,E05000493,15150,3850,25.4,1.4,10750,10.2,24.3,57.1,250000,32330,19.6,46.6,33.9,0.7
Newham - West Ham,00BBGX,E05000494,16150,3300,20.3,1.3,12269.2,14.5,27.2,63.1,273500,32310,20.9,58.8,27.2,0.5
Redbridge - Aldborough,00BCFY,E05000495,15800,3500,22.3,8.6,1796.5,11.5,21.4,67.4,315000,37310,19.6,66.3,78.2,1.1
Redbridge - Barkingside,00BCFZ,E05000496,13150,2600,19.7,1.5,8766.7,7.6,21.5,67.3,368750,39620,17.2,50.5,1.3,1.2
Redbridge - Bridge,00BCGA,E05000497,11850,2350,20,2.6,4596.2,9.6,17.9,73.2,340000,39320,19.9,58.6,35.8,1.1
Redbridge - Chadwell,00BCGB,E05000498,14850,3750,25.4,1.5,9900,13.6,27.4,68.4,250000,36700,18.5,54.5,5,1
Redbridge - Church End,00BCGC,E05000499,11900,2300,19.5,1.5,7966.7,7.9,15.6,79.3,340000,45410,12.3,61,4.8,1.1
Redbridge - Clayhall,00BCGD,E05000500,13600,2650,19.5,2.5,5480,6.9,23.1,67.8,390000,41450,17,54,22,1.4
Redbridge - Clementswood,00BCGE,E05000501,16950,4750,27.9,1.3,12423.1,10.9,20.9,56.5,235000,30230,18.6,136.7,7.1,0.8
Redbridge - Cranbrook,00BCGF,E05000502,13300,2900,21.6,2.4,5562.5,12.2,18.7,62.8,367500,38290,17.6,73,39.9,1.2
Redbridge - Fairlop,00BCGG,E05000503,12900,2700,20.8,3.6,3611.1,11.3,26.5,70.8,310000,37560,21.2,57.7,48.4,1.2
Redbridge - Fullwell,00BCGH,E05000504,13150,2750,20.9,2.2,6045.5,9.8,26.3,66.7,339497.5,35690,23.4,55.4,23.7,1.2
Redbridge - Goodmayes,00BCGJ,E05000505,13400,3400,25.3,1.6,8437.5,13,22.5,61,307000,33820,18.1,70.3,27.7,1
Redbridge - Hainault,00BCGK,E05000506,13550,3050,22.7,5.6,2410.7,9.7,26.2,65.1,249999,31520,28.9,60.4,62.6,1
Redbridge - Loxford,00BCGL,E05000507,17700,5150,29.2,1.3,13423.1,11.8,25.7,53.5,193000,28500,20.1,86.2,16.8,0.7
Redbridge - Mayfield,00BCGM,E05000508,13950,3400,24.4,1.9,7394.7,12.6,23.1,63.5,305000,35630,20.5,52.5,14.3,1.2
Redbridge - Monkhams,00BCGN,E05000509,10650,1750,16.5,3.1,3451.6,7.5,12.3,76.2,499747.5,48780,15,48.1,31,1.4
Redbridge - Newbury,00BCGP,E05000510,17450,4350,24.8,2.1,8309.5,14.9,22.4,63.2,315000,35550,17.4,54.9,21.4,1.1
Redbridge - Roding,00BCGQ,E05000511,12550,2900,23.3,2.3,5434.8,8.9,21.3,73.8,302500,41040,15.9,50.3,35.7,1.1
Redbridge - Seven Kings,00BCGR,E05000512,16950,4200,24.9,2.1,7809.5,8.9,26.1,60.1,294000,34480,18.4,87.3,21.4,1
Redbridge - Snaresbrook,00BCGS,E05000513,12100,2150,17.8,2,6100,5.6,13.8,78.1,361392.5,45160,14.9,51.8,12.6,1
Redbridge - Valentines,00BCGT,E05000514,15050,3950,26.2,1.5,9900,9.7,24.6,60.6,225000,34900,16.6,104.5,13.3,0.8
Redbridge - Wanstead,00BCGU,E05000515,11700,2350,20,5.2,2278.8,9.5,18.6,74.5,460000,46370,15.2,71.8,66.5,1.1
Richmond upon Thames - Barnes,00BDFW,E05000516,10500,2100,19.9,3,3500,4.8,14.7,72.3,1362500,55450,9.1,55.7,54.4,1
Richmond upon Thames - East Sheen,00BDFX,E05000517,10500,2500,23.6,5.8,1810.3,5,7.6,78.2,985000,56090,6.6,48.7,76.6,1.1
Richmond upon Thames - Fulwell and Hampton Hill,00BDFY,E05000518,10300,2250,21.8,1.9,5421.1,5.6,9,79.6,480000,48810,10.8,44.7,32.7,1.1
